FileId,Repo,RepoOwner,RepoName,Branch,Path,FileExt,Size,Copies,PostId,CommentId,SOUrl,GHUrl,,,,,,,,,,,,
ff117a7afe104b0a4ddf8d81c7cb36a6af01dfd5,neviscom/PhotoView,neviscom,PhotoView,master,sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,.java,1824,78,7814017,,https://stackoverflow.com/q/7814017,https://raw.githubusercontent.com/neviscom/PhotoView/master/sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,,,,,,,,,,,,
749998d8d852a1f367c80d7b609bab76a5e07bba,zjureel/flink,zjureel,flink,master,flink-libraries/flink-gelly-examples/src/test/java/org/apache/flink/graph/drivers/DriverBaseITCase.java,.java,7943,38,25021229,,https://stackoverflow.com/a/25021229,https://raw.githubusercontent.com/zjureel/flink/master/flink-libraries/flink-gelly-examples/src/test/java/org/apache/flink/graph/drivers/DriverBaseITCase.java,,,,,,,,,,,,
4cc49a55a8c45e7f309510ac04ba0057262cd23e,budmul354/android-maps-utils,budmul354,android-maps-utils,master,demo/src/com/google/maps/android/utils/demo/MyItemReader.java,.java,1737,29,5445161,,https://stackoverflow.com/a/5445161,https://raw.githubusercontent.com/budmul354/android-maps-utils/master/demo/src/com/google/maps/android/utils/demo/MyItemReader.java,,,,,,,,,,,,
274217d0b1fc70a862626ae731982eb46f201868,ZachLamb/appinventor-sources,ZachLamb,appinventor-sources,master,appinventor/appengine/src/com/google/appinventor/server/ProjectServiceImpl.java,.java,24635,27,6409587,,https://stackoverflow.com/q/6409587,https://raw.githubusercontent.com/ZachLamb/appinventor-sources/master/appinventor/appengine/src/com/google/appinventor/server/ProjectServiceImpl.java,,,,,,,,,,,,
204e140f4b5cd9140d5651d7158e8b22ae5034aa,silvaran/netty,silvaran,netty,master,handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,.java,7091,124,10426305,,https://stackoverflow.com/a/10426305,https://raw.githubusercontent.com/silvaran/netty/master/handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,,,,,,,,,,,,
5a6dc4a25f5c943a9b50b10986e6b5ce2d22d986,nkasvosve/FrameworkBenchmarks,nkasvosve,FrameworkBenchmarks,master,frameworks/Java/play2-java/play2-java/app/controllers/Application.java,.java,724,41,3907929,,https://stackoverflow.com/q/3907929,https://raw.githubusercontent.com/nkasvosve/FrameworkBenchmarks/master/frameworks/Java/play2-java/play2-java/app/controllers/Application.java,,,,,,,,,,,,
edb4ac991054d79ab6f35d7c5bd7e70db08c10d4,mwpenny/zeppelin-esri,mwpenny,zeppelin-esri,master,zeppelin-server/src/test/java/com/webautomation/ScreenCaptureHtmlUnitDriver.java,.java,9853,68,4652777,,https://stackoverflow.com/q/4652777,https://raw.githubusercontent.com/mwpenny/zeppelin-esri/master/zeppelin-server/src/test/java/com/webautomation/ScreenCaptureHtmlUnitDriver.java,,,,,,,,,,,,
a67400089ac38e0ea8a2a6de7cfa1aadbc07b5b9,codev777/CoreNLP,codev777,CoreNLP,master,src/edu/stanford/nlp/naturalli/demo/OpenIEServlet.java,.java,9407,34,3020094,,https://stackoverflow.com/q/3020094,https://raw.githubusercontent.com/codev777/CoreNLP/master/src/edu/stanford/nlp/naturalli/demo/OpenIEServlet.java,,,,,,,,,,,,
6686be4cc6cb0b90a2ec00f35b60224d35d09313,CL-Team2/Signal-Android-Eschrow,CL-Team2,Signal-Android-Eschrow,master,src/org/thoughtcrime/securesms/components/camera/CameraUtils.java,.java,4328,33,10383164,,https://stackoverflow.com/a/10383164,https://raw.githubusercontent.com/CL-Team2/Signal-Android-Eschrow/master/src/org/thoughtcrime/securesms/components/camera/CameraUtils.java,,,,,,,,,,,,
4f00bfa399f10b4c5f2964f2269828f34b0a8b9d,diorcety/intellij-community,diorcety,intellij-community,master,python/src/com/jetbrains/python/psi/resolve/ResolveProcessor.java,.java,7278,40,6048786,,https://stackoverflow.com/q/6048786,https://raw.githubusercontent.com/diorcety/intellij-community/master/python/src/com/jetbrains/python/psi/resolve/ResolveProcessor.java,,,,,,,,,,,,
d39728da40ee6dba7850878a383a5c8456037574,bankonme/monetaryunitj,bankonme,monetaryunitj,master,core/src/main/java/org/bitcoinj/wallet/Protos.java,.java,485294,86,11126315,,https://stackoverflow.com/q/11126315,https://raw.githubusercontent.com/bankonme/monetaryunitj/master/core/src/main/java/org/bitcoinj/wallet/Protos.java,,,,,,,,,,,,
0206c0f0f1f9535ec6f9a77bfc3929d18d77ab66,vinayak-garg/android-advancedrecyclerview,vinayak-garg,android-advancedrecyclerview,master,example/src/main/java/com/h6ah4i/android/example/advrecyclerview/about/AssetFileLibraryLicenseDataCollector.java,.java,4863,24,309424,,https://stackoverflow.com/q/309424,https://raw.githubusercontent.com/vinayak-garg/android-advancedrecyclerview/master/example/src/main/java/com/h6ah4i/android/example/advrecyclerview/about/AssetFileLibraryLicenseDataCollector.java,,,,,,,,,,,,
14bbe7f8c81f08706224036fc5ba2f77f024d8cd,apolyudov/limbo-android,apolyudov,limbo-android,master,src/com/mopub/mobileads/MraidBrowser.java,.java,6528,39,5125851,,https://stackoverflow.com/q/5125851,https://raw.githubusercontent.com/apolyudov/limbo-android/master/src/com/mopub/mobileads/MraidBrowser.java,,,,,,,,,,,,
965e2b22ab9bc51fc9661b298f58d3bfe9fa939b,supersven/intellij-community,supersven,intellij-community,master,platform/util/src/com/intellij/ui/ColorUtil.java,.java,5619,38,596216,,https://stackoverflow.com/q/596216,https://raw.githubusercontent.com/supersven/intellij-community/master/platform/util/src/com/intellij/ui/ColorUtil.java,,,,,,,,,,,,
ff2fbe2465aa416e1a79629ccc02f875f7fc825b,lucafavatella/intellij-community,lucafavatella,intellij-community,cli-wip,plugins/tasks/tasks-core/src/com/intellij/tasks/impl/httpclient/NewBaseRepositoryImpl.java,.java,7948,43,2014700,,https://stackoverflow.com/q/2014700,https://raw.githubusercontent.com/lucafavatella/intellij-community/cli-wip/plugins/tasks/tasks-core/src/com/intellij/tasks/impl/httpclient/NewBaseRepositoryImpl.java,,,,,,,,,,,,
41ec1d98bd0bd2d478e20d24bff53d99aedaec24,GunoH/intellij-community,GunoH,intellij-community,master,plugins/tasks/tasks-core/jira/src/com/intellij/tasks/jira/soap/JiraLegacyApi.java,.java,4520,29,764282,,https://stackoverflow.com/q/764282,https://raw.githubusercontent.com/GunoH/intellij-community/master/plugins/tasks/tasks-core/jira/src/com/intellij/tasks/jira/soap/JiraLegacyApi.java,,,,,,,,,,,,
2b912de86d343f1381ef175ba10158c818a13939,chasegawa/sakai,chasegawa,sakai,master,search/elasticsearch/impl/src/test/org/sakaiproject/search/elasticsearch/ElasticSearchTest.java,.java,21669,31,12935810,,https://stackoverflow.com/q/12935810,https://raw.githubusercontent.com/chasegawa/sakai/master/search/elasticsearch/impl/src/test/org/sakaiproject/search/elasticsearch/ElasticSearchTest.java,,,,,,,,,,,,
901bfa3a3fb4edbf273c4c4bbf881dcb83b076a6,chaveiro/Arduino,chaveiro,Arduino,master,app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCell.java,.java,14662,49,3081210,,https://stackoverflow.com/q/3081210,https://raw.githubusercontent.com/chaveiro/Arduino/master/app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCell.java,,,,,,,,,,,,
98ff6c90e4195a1887681de431306fede5d0b0fc,a-ankitpatel/cw-omnibus,a-ankitpatel,cw-omnibus,master,AppWidget/Resize/src/com/commonsware/android/appwidget/resize/AppWidget.java,.java,2397,52,18552461,,https://stackoverflow.com/a/18552461,https://raw.githubusercontent.com/a-ankitpatel/cw-omnibus/master/AppWidget/Resize/src/com/commonsware/android/appwidget/resize/AppWidget.java,,,,,,,,,,,,
04dc4d8f2d014590f29756537bb31a6196841e3d,PeterVH/Arduino,PeterVH,Arduino,master,app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCell.java,.java,15257,53,3081210,,https://stackoverflow.com/q/3081210,https://raw.githubusercontent.com/PeterVH/Arduino/master/app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCell.java,,,,,,,,,,,,
581b38c7368ba782bbab17c57d16fd1fff2f6b20,limpakos/WordPress-Android,limpakos,WordPress-Android,develop,WordPress/src/main/java/org/wordpress/android/ui/notifications/blocks/NoteBlockLinkMovementMethod.java,.java,2498,19,20905824,,https://stackoverflow.com/a/20905824,https://raw.githubusercontent.com/limpakos/WordPress-Android/develop/WordPress/src/main/java/org/wordpress/android/ui/notifications/blocks/NoteBlockLinkMovementMethod.java,,,,,,,,,,,,
c576125031ec77b10a25117a6c7c0c719bdce277,tillrohrmann/flink,tillrohrmann,flink,master,flink-java/src/test/java/org/apache/flink/api/java/summarize/aggregation/AggregateCombineHarness.java,.java,3799,37,75175,,https://stackoverflow.com/q/75175,https://raw.githubusercontent.com/tillrohrmann/flink/master/flink-java/src/test/java/org/apache/flink/api/java/summarize/aggregation/AggregateCombineHarness.java,,,,,,,,,,,,
b09f629f42097327a019a730f4f69a04d0bed1fd,holgercn/openhab,holgercn,openhab,master,bundles/core/org.openhab.core.jsr223/src/main/java/org/openhab/core/jsr223/internal/engine/scriptmanager/Script.java,.java,12595,29,30225398,,https://stackoverflow.com/q/30225398,https://raw.githubusercontent.com/holgercn/openhab/master/bundles/core/org.openhab.core.jsr223/src/main/java/org/openhab/core/jsr223/internal/engine/scriptmanager/Script.java,,,,,,,,,,,,
04dc4d8f2d014590f29756537bb31a6196841e3d,shannonshsu/Arduino,shannonshsu,Arduino,master,app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCell.java,.java,15257,53,3081210,,https://stackoverflow.com/q/3081210,https://raw.githubusercontent.com/shannonshsu/Arduino/master/app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCell.java,,,,,,,,,,,,
204e140f4b5cd9140d5651d7158e8b22ae5034aa,AnselQiao/netty,AnselQiao,netty,master,handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,.java,7091,124,10426305,,https://stackoverflow.com/a/10426305,https://raw.githubusercontent.com/AnselQiao/netty/master/handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,,,,,,,,,,,,
9c3e6baf52a8835fd0817995145561068376f032,wenpkpk/react-native,wenpkpk,react-native,master,ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,.java,4155,31,23861333,,https://stackoverflow.com/a/23861333,https://raw.githubusercontent.com/wenpkpk/react-native/master/ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,,,,,,,,,,,,
66661afaaf037c175e599c4ed55289f0b522dd35,xyzy/cw-omnibus,xyzy,cw-omnibus,master,Introspection/CPProxy/Provider/src/com/commonsware/android/cpproxy/provider/AbstractCPProxy.java,.java,5620,52,5243978,,https://stackoverflow.com/a/5243978,https://raw.githubusercontent.com/xyzy/cw-omnibus/master/Introspection/CPProxy/Provider/src/com/commonsware/android/cpproxy/provider/AbstractCPProxy.java,,,,,,,,,,,,
901bfa3a3fb4edbf273c4c4bbf881dcb83b076a6,superboonie/Arduino,superboonie,Arduino,master,app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCell.java,.java,14662,49,3081210,,https://stackoverflow.com/q/3081210,https://raw.githubusercontent.com/superboonie/Arduino/master/app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCell.java,,,,,,,,,,,,
b03791e26eb70bc6d53ff003d1c6d78b43416dc1,apache/flink,apache,flink,master,flink-end-to-end-tests/flink-local-recovery-and-allocation-test/src/main/java/org/apache/flink/streaming/tests/StickyAllocationAndLocalRecoveryTestJob.java,.java,16992,116,35842,,https://stackoverflow.com/q/35842,https://raw.githubusercontent.com/apache/flink/master/flink-end-to-end-tests/flink-local-recovery-and-allocation-test/src/main/java/org/apache/flink/streaming/tests/StickyAllocationAndLocalRecoveryTestJob.java,,,,,,,,,,,,
4f00bfa399f10b4c5f2964f2269828f34b0a8b9d,supersven/intellij-community,supersven,intellij-community,master,python/src/com/jetbrains/python/psi/resolve/ResolveProcessor.java,.java,7278,40,6048786,,https://stackoverflow.com/q/6048786,https://raw.githubusercontent.com/supersven/intellij-community/master/python/src/com/jetbrains/python/psi/resolve/ResolveProcessor.java,,,,,,,,,,,,
ff117a7afe104b0a4ddf8d81c7cb36a6af01dfd5,verygreenboi/PhotoView,verygreenboi,PhotoView,master,sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,.java,1824,78,7814017,,https://stackoverflow.com/q/7814017,https://raw.githubusercontent.com/verygreenboi/PhotoView/master/sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,,,,,,,,,,,,
01b5fb7b466846beaee6a5018bcdb611688567c4,jianran/spark,jianran,spark,master,core/src/test/java/test/org/apache/spark/JavaAPISuite.java,.java,56766,76,758570,,https://stackoverflow.com/q/758570,https://raw.githubusercontent.com/jianran/spark/master/core/src/test/java/test/org/apache/spark/JavaAPISuite.java,,,,,,,,,,,,
a8ec34c522b53ba4965203955f86fd2060825ffb,byterom/android_external_chromium_org,byterom,android_external_chromium_org,12.1,media/base/android/java/src/org/chromium/media/UsbMidiDeviceAndroid.java,.java,9557,25,9644415,,https://stackoverflow.com/q/9644415,https://raw.githubusercontent.com/byterom/android_external_chromium_org/12.1/media/base/android/java/src/org/chromium/media/UsbMidiDeviceAndroid.java,,,,,,,,,,,,
acc72f540ca6fcb7bb227a6dc736e731be1c2521,fvrmatteo/capstone,fvrmatteo,capstone,next,bindings/java/TestArm64.java,.java,4864,32,140131,,https://stackoverflow.com/q/140131,https://raw.githubusercontent.com/fvrmatteo/capstone/next/bindings/java/TestArm64.java,,,,,,,,,,,,
01b5fb7b466846beaee6a5018bcdb611688567c4,rekhajoshm/spark,rekhajoshm,spark,master,core/src/test/java/test/org/apache/spark/JavaAPISuite.java,.java,56766,76,758570,,https://stackoverflow.com/q/758570,https://raw.githubusercontent.com/rekhajoshm/spark/master/core/src/test/java/test/org/apache/spark/JavaAPISuite.java,,,,,,,,,,,,
0019ea6202aa9c986b586356b124493d63e80801,barreeeiroo/appinventor-sources,barreeeiroo,appinventor-sources,master,appinventor/components/src/com/google/appinventor/components/runtime/SoundRecorder.java,.java,9865,19,25785420,,https://stackoverflow.com/q/25785420,https://raw.githubusercontent.com/barreeeiroo/appinventor-sources/master/appinventor/components/src/com/google/appinventor/components/runtime/SoundRecorder.java,,,,,,,,,,,,
cf8af8a54f044ee68574fac66c088065d6479e4a,mohanaraosv/camel,mohanaraosv,camel,master,components/camel-websocket/src/main/java/org/apache/camel/component/websocket/WebsocketComponent.java,.java,32508,46,184312,,https://stackoverflow.com/q/184312,https://raw.githubusercontent.com/mohanaraosv/camel/master/components/camel-websocket/src/main/java/org/apache/camel/component/websocket/WebsocketComponent.java,,,,,,,,,,,,
7b797fd575e6cc9c4bdb89fe42e3b8f2c074c1ce,martinelli917/ListBuddies,martinelli917,ListBuddies,master,library/src/main/java/com/jpardogo/listbuddies/lib/adapters/CircularLoopAdapter.java,.java,1367,19,2332847,,https://stackoverflow.com/q/2332847,https://raw.githubusercontent.com/martinelli917/ListBuddies/master/library/src/main/java/com/jpardogo/listbuddies/lib/adapters/CircularLoopAdapter.java,,,,,,,,,,,,
b478d64035544341e26024cee7d6c1db000f7506,HelgeKrueger/graphhopper,HelgeKrueger,graphhopper,master,core/src/main/java/com/graphhopper/storage/MMapDataAccess.java,.java,14560,33,14011398,,https://stackoverflow.com/q/14011398,https://raw.githubusercontent.com/HelgeKrueger/graphhopper/master/core/src/main/java/com/graphhopper/storage/MMapDataAccess.java,,,,,,,,,,,,
204e140f4b5cd9140d5651d7158e8b22ae5034aa,BrunoColin/netty,BrunoColin,netty,master,handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,.java,7091,124,10426305,,https://stackoverflow.com/a/10426305,https://raw.githubusercontent.com/BrunoColin/netty/master/handler/src/test/java/io/netty/handler/stream/ChunkedWriteHandlerTest.java,,,,,,,,,,,,
a8252e03b5c152b6515dd40ac595097d5db117ca,srowen/spark,srowen,spark,master,core/src/test/java/test/org/apache/spark/JavaAPISuite.java,.java,55474,41,758570,,https://stackoverflow.com/q/758570,https://raw.githubusercontent.com/srowen/spark/master/core/src/test/java/test/org/apache/spark/JavaAPISuite.java,,,,,,,,,,,,
9c3e6baf52a8835fd0817995145561068376f032,mrspeaker/react-native,mrspeaker,react-native,master,ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,.java,4155,31,23861333,,https://stackoverflow.com/a/23861333,https://raw.githubusercontent.com/mrspeaker/react-native/master/ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,,,,,,,,,,,,
01b5fb7b466846beaee6a5018bcdb611688567c4,saltstar/spark,saltstar,spark,master,core/src/test/java/test/org/apache/spark/JavaAPISuite.java,.java,56766,76,758570,,https://stackoverflow.com/q/758570,https://raw.githubusercontent.com/saltstar/spark/master/core/src/test/java/test/org/apache/spark/JavaAPISuite.java,,,,,,,,,,,,
ff117a7afe104b0a4ddf8d81c7cb36a6af01dfd5,pangyunxiu/PhotoView,pangyunxiu,PhotoView,master,sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,.java,1824,78,7814017,,https://stackoverflow.com/q/7814017,https://raw.githubusercontent.com/pangyunxiu/PhotoView/master/sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,,,,,,,,,,,,
ff117a7afe104b0a4ddf8d81c7cb36a6af01dfd5,StingerAJ/PhotoView,StingerAJ,PhotoView,master,sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,.java,1824,78,7814017,,https://stackoverflow.com/q/7814017,https://raw.githubusercontent.com/StingerAJ/PhotoView/master/sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,,,,,,,,,,,,
6c86cacec827955b5aaf5f0e731644ee9f3fc5ee,alunarbeach/spark,alunarbeach,spark,master,streaming/src/test/java/test/org/apache/spark/streaming/JavaAPISuite.java,.java,66436,74,758570,,https://stackoverflow.com/q/758570,https://raw.githubusercontent.com/alunarbeach/spark/master/streaming/src/test/java/test/org/apache/spark/streaming/JavaAPISuite.java,,,,,,,,,,,,
d250ed214edf2745d56e727b66aec0e2ee94a5fd,doburaimo/appinventor-sources,doburaimo,appinventor-sources,master,appinventor/appengine/src/com/google/appinventor/client/editor/youngandroid/YaBlocksEditor.java,.java,23246,25,86901,,https://stackoverflow.com/q/86901,https://raw.githubusercontent.com/doburaimo/appinventor-sources/master/appinventor/appengine/src/com/google/appinventor/client/editor/youngandroid/YaBlocksEditor.java,,,,,,,,,,,,
04c26d8a23873a7e9acc51bc37ad4ac2e53979da,Livyli/react-native,Livyli,react-native,master,ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,.java,4250,111,23861333,,https://stackoverflow.com/a/23861333,https://raw.githubusercontent.com/Livyli/react-native/master/ReactAndroid/src/main/java/com/facebook/react/uimanager/DisplayMetricsHolder.java,,,,,,,,,,,,
965e2b22ab9bc51fc9661b298f58d3bfe9fa939b,holmes/intellij-community,holmes,intellij-community,master,platform/util/src/com/intellij/ui/ColorUtil.java,.java,5619,38,596216,,https://stackoverflow.com/q/596216,https://raw.githubusercontent.com/holmes/intellij-community/master/platform/util/src/com/intellij/ui/ColorUtil.java,,,,,,,,,,,,
7b797fd575e6cc9c4bdb89fe42e3b8f2c074c1ce,qiwx2012/ListBuddies,qiwx2012,ListBuddies,master,library/src/main/java/com/jpardogo/listbuddies/lib/adapters/CircularLoopAdapter.java,.java,1367,19,2332847,,https://stackoverflow.com/q/2332847,https://raw.githubusercontent.com/qiwx2012/ListBuddies/master/library/src/main/java/com/jpardogo/listbuddies/lib/adapters/CircularLoopAdapter.java,,,,,,,,,,,,
3cde849b5c11094d68dd5411bb3294671ff835ba,everdefiant/posit-mobile.haiti-mobile,everdefiant,posit-mobile.haiti-mobile,master,src/org/hfoss/posit/android/TrackerBackgroundService.java,.java,18740,32,2463175,,https://stackoverflow.com/q/2463175,https://raw.githubusercontent.com/everdefiant/posit-mobile.haiti-mobile/master/src/org/hfoss/posit/android/TrackerBackgroundService.java,,,,,,,,,,,,
3cde849b5c11094d68dd5411bb3294671ff835ba,Raconeisteron/posit-mobile.haiti-mobile,Raconeisteron,posit-mobile.haiti-mobile,master,src/org/hfoss/posit/android/TrackerBackgroundService.java,.java,18740,32,2463175,,https://stackoverflow.com/q/2463175,https://raw.githubusercontent.com/Raconeisteron/posit-mobile.haiti-mobile/master/src/org/hfoss/posit/android/TrackerBackgroundService.java,,,,,,,,,,,,
b1f47cb4952ed9f633520dcf9f30714347322e97,anjoah/FreeRDP,anjoah,FreeRDP,master,client/Android/FreeRDPCore/src/com/freerdp/freerdpcore/services/BookmarkDB.java,.java,6871,38,3424156,,https://stackoverflow.com/q/3424156,https://raw.githubusercontent.com/anjoah/FreeRDP/master/client/Android/FreeRDPCore/src/com/freerdp/freerdpcore/services/BookmarkDB.java,,,,,,,,,,,,
f12e1d1d083345db2ec00f33033e6d3b185aec84,shrutic/react-native,shrutic,react-native,master,ReactAndroid/src/main/java/com/facebook/react/views/text/CustomLineHeightSpan.java,.java,1879,98,27631736,,https://stackoverflow.com/q/27631736,https://raw.githubusercontent.com/shrutic/react-native/master/ReactAndroid/src/main/java/com/facebook/react/views/text/CustomLineHeightSpan.java,,,,,,,,,,,,
152501dc3c4cf62704b09ba42b21d11ba93044de,liquidm/druid,liquidm,druid,master,extensions-contrib/sqlserver-metadata-storage/src/main/java/org/apache/druid/metadata/storage/sqlserver/SQLServerConnector.java,.java,9313,24,1197733,,https://stackoverflow.com/q/1197733,https://raw.githubusercontent.com/liquidm/druid/master/extensions-contrib/sqlserver-metadata-storage/src/main/java/org/apache/druid/metadata/storage/sqlserver/SQLServerConnector.java,,,,,,,,,,,,
ff117a7afe104b0a4ddf8d81c7cb36a6af01dfd5,Yangwendaxia/PhotoView,Yangwendaxia,PhotoView,master,sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,.java,1824,78,7814017,,https://stackoverflow.com/q/7814017,https://raw.githubusercontent.com/Yangwendaxia/PhotoView/master/sample/src/main/java/uk/co/senab/photoview/sample/HackyViewPager.java,,,,,,,,,,,,
2b912de86d343f1381ef175ba10158c818a13939,rodriguezdevera/sakai,rodriguezdevera,sakai,master,search/elasticsearch/impl/src/test/org/sakaiproject/search/elasticsearch/ElasticSearchTest.java,.java,21669,31,12935810,,https://stackoverflow.com/q/12935810,https://raw.githubusercontent.com/rodriguezdevera/sakai/master/search/elasticsearch/impl/src/test/org/sakaiproject/search/elasticsearch/ElasticSearchTest.java,,,,,,,,,,,,
b03791e26eb70bc6d53ff003d1c6d78b43416dc1,xccui/flink,xccui,flink,master,flink-end-to-end-tests/flink-local-recovery-and-allocation-test/src/main/java/org/apache/flink/streaming/tests/StickyAllocationAndLocalRecoveryTestJob.java,.java,16992,116,12066696,,https://stackoverflow.com/a/12066696,https://raw.githubusercontent.com/xccui/flink/master/flink-end-to-end-tests/flink-local-recovery-and-allocation-test/src/main/java/org/apache/flink/streaming/tests/StickyAllocationAndLocalRecoveryTestJob.java,,,,,,,,,,,,
f0f943218e806694cf0594ecb4f208cecf2d52db,sja/openhab,sja,openhab,master,bundles/binding/org.openhab.binding.sonos/src/main/java/org/openhab/binding/sonos/internal/StreamClientImpl.java,.java,12023,77,5358014,,https://stackoverflow.com/q/5358014,https://raw.githubusercontent.com/sja/openhab/master/bundles/binding/org.openhab.binding.sonos/src/main/java/org/openhab/binding/sonos/internal/StreamClientImpl.java,,,,,,,,,,,,
152501dc3c4cf62704b09ba42b21d11ba93044de,pjain1/druid,pjain1,druid,master,extensions-contrib/sqlserver-metadata-storage/src/main/java/org/apache/druid/metadata/storage/sqlserver/SQLServerConnector.java,.java,9313,24,1197733,,https://stackoverflow.com/q/1197733,https://raw.githubusercontent.com/pjain1/druid/master/extensions-contrib/sqlserver-metadata-storage/src/main/java/org/apache/druid/metadata/storage/sqlserver/SQLServerConnector.java,,,,,,,,,,,,
f12e1d1d083345db2ec00f33033e6d3b185aec84,gitim/react-native,gitim,react-native,master,ReactAndroid/src/main/java/com/facebook/react/views/text/CustomLineHeightSpan.java,.java,1879,98,27631736,,https://stackoverflow.com/q/27631736,https://raw.githubusercontent.com/gitim/react-native/master/ReactAndroid/src/main/java/com/facebook/react/views/text/CustomLineHeightSpan.java,,,,,,,,,,,,
6d06e1a3dc6fc98303ad6410bfbaa1aabddb4e3c,mafagafogigante/minimal-json,mafagafogigante,minimal-json,master,com.eclipsesource.json/src/main/java/com/eclipsesource/json/JsonWriter.java,.java,4739,25,2965293,,https://stackoverflow.com/q/2965293,https://raw.githubusercontent.com/mafagafogigante/minimal-json/master/com.eclipsesource.json/src/main/java/com/eclipsesource/json/JsonWriter.java,,,,,,,,,,,,
66661afaaf037c175e599c4ed55289f0b522dd35,rjhonsl/cw-omnibus,rjhonsl,cw-omnibus,master,Introspection/CPProxy/Provider/src/com/commonsware/android/cpproxy/provider/AbstractCPProxy.java,.java,5620,52,5243978,,https://stackoverflow.com/a/5243978,https://raw.githubusercontent.com/rjhonsl/cw-omnibus/master/Introspection/CPProxy/Provider/src/com/commonsware/android/cpproxy/provider/AbstractCPProxy.java,,,,,,,,,,,,
749998d8d852a1f367c80d7b609bab76a5e07bba,fhueske/flink,fhueske,flink,master,flink-libraries/flink-gelly-examples/src/test/java/org/apache/flink/graph/drivers/DriverBaseITCase.java,.java,7943,38,25021229,,https://stackoverflow.com/a/25021229,https://raw.githubusercontent.com/fhueske/flink/master/flink-libraries/flink-gelly-examples/src/test/java/org/apache/flink/graph/drivers/DriverBaseITCase.java,,,,,,,,,,,,
